Ply_name,Texture Condition,Brightness distortion,Color Distortion,Noise,Blurriness,Point Density Distortion,Scattering Artifact,Grid Artifact,Missing Region,Deformed Shape,MOS,Rounded MOS,Label,Quality Description,Generated_Description
cauliflower_gQP_1_tQP_2.ply,Slightly distorted but identifiable,Low,Medium,,Low,Low,,,Low,,69.93401821,70,Good,,"In this point cloud, the texture is slightly distorted but identifiable. Photometric distortions include a low level of brightness distortion, a medium level of color distortion, no perceptible noise, and a low level of blurriness, while geometric artifacts include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape. The overall quality is rated as good."
cauliflower_gQP_1_tQP_3.ply,Distorted but identifiable,Low,Low,,Low,Low,,,Medium,,52.85558429,53,Fair,,"From a perceptual viewpoint, the texture is distorted but identifiable. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a medium level of missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a low level of blurriness. The overall quality is rated as fair."
cauliflower_gQP_2_tQP_1.ply,Distorted but identifiable,Low,Low,Low,Low,Low,,,Medium,,52.1814527,52,Fair,,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a medium level of missing region, and no perceptible deformed shape. The overall quality is rated as fair."
cauliflower_gQP_2_tQP_2.ply,Barely Identifiable,Low,Low,Low,Medium,Low,,,Medium,,49.31511353,49,Fair,,"In this point cloud, the texture is barely identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a low level of noise, and a medium level of blurriness, while geometric artifacts include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a medium level of missing region, and no perceptible deformed shape. The overall quality is rated as fair."
cauliflower_gQP_2_tQP_3.ply,Barely Identifiable,Low,Medium,Low,High,Low,,,Medium,,39.10736912,39,Poor,,"Considering this point cloud, the texture is barely identifiable. Photometric effects involve a low level of brightness distortion, a medium level of color distortion, a low level of noise, and a high level of blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a medium level of missing region, and no perceptible deformed shape. The overall quality is rated as poor."
cauliflower_gQP_3_tQP_1.ply,Barely Identifiable,Low,Medium,Low,Medium,Medium,Low,,High,,27.44033309,27,Poor,,"In this point cloud, the texture is barely identifiable. Photometric distortions include a low level of brightness distortion, a medium level of color distortion, a low level of noise, and a medium level of blurriness, while geometric artifacts include a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a high level of missing region, and no perceptible deformed shape. The overall quality is rated as poor."
cauliflower_gQP_3_tQP_2.ply,Barely Identifiable,Low,Medium,Medium,High,Medium,Low,,High,Low,32.01772343,32,Poor,,"When examining this point cloud, the texture is barely identifiable. On the photometric side, we observe a low level of brightness distortion, a medium level of color distortion, a medium level of noise, and a high level of blurriness; on the geometric side, we observe a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a high level of missing region, and a low level of deformed shape. The overall quality is rated as poor."
cauliflower_gQP_3_tQP_3.ply,Barely Identifiable,Low,High,Medium,Severe,Medium,Low,,High,Low,29.61486469,30,Poor,,"When examining this point cloud, the texture is barely identifiable. On the photometric side, we observe a low level of brightness distortion, a high level of color distortion, a medium level of noise, and a severe level of blurriness; on the geometric side, we observe a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a high level of missing region, and a low level of deformed shape. The overall quality is rated as poor."
cauliflower_gsigma_0_tsigma_8.ply,Slightly distorted but identifiable,Low,Low,Low,Low,Low,Low,,,,77.76226833,78,Good,,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness, whereas geometric effects involve a low level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
cauliflower_gsigma_0_tsigma_16.ply,Slightly distorted but identifiable,Low,Low,Medium,Low,Low,Low,,,,57.42510381,57,Fair,,"In this point cloud, the texture is slightly distorted but identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a medium level of noise, and a low level of blurriness, while geometric artifacts include a low level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
cauliflower_gsigma_0_tsigma_32.ply,Slightly distorted but identifiable,Low,Low,High,Medium,Low,,,,,40.19071723,40,Poor,,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, a high level of noise, and a medium level of blurriness. Geometric artifacts such as a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as poor."
