Ply_name,Texture Condition,Brightness distortion,Color Distortion,Noise,Blurriness,Point Density Distortion,Scattering Artifact,Grid Artifact,Missing Region,Deformed Shape,MOS,Rounded MOS,Label,Generated_Description
cake_tsl_6_tqs_128.ply,Slightly distorted but identifiable,Low,Low,Low,Low,Low,None,None,None,None,79.74237911,80,Good,"From a perceptual viewpoint, the texture is slightly distorted but identifiable. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness. The overall quality is rated as good."
cake_tsl_6_tqs_256.ply,Distorted but identifiable,Low,Low,Low,Medium,Low,None,None,None,None,51.50226832,52,Fair,"From a perceptual viewpoint, the texture is distorted but identifiable. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, a low level of noise, and a medium level of blurriness. The overall quality is rated as fair."
cake_tsl_6_tqs_512.ply,Barely Identifiable,Low,Medium,Low,High,Low,None,None,None,Low,27.39548212,27,Poor,"Considering this point cloud, the texture is barely identifiable. Photometric effects involve a low level of brightness distortion, a medium level of color distortion, a low level of noise, and a high level of blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and a low level of deformed shape. The overall quality is rated as poor."
cake_tsl_8_tqs_64.ply,Slightly distorted but identifiable,Low,Low,None,Low,None,None,None,None,None,90.65408252,91,Excellent,"When examining this point cloud, the texture is slightly distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a low level of blurriness; on the geometric side, we observe no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as excellent."
cake_tsl_8_tqs_128.ply,Slightly distorted but identifiable,Low,Low,None,Low,None,None,None,None,None,83.19207028,83,Good,"From a perceptual viewpoint, the texture is slightly distorted but identifiable. Geometric distortions are characterized by no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a low level of blurriness. The overall quality is rated as good."
cake_tsl_8_tqs_256.ply,Distorted but identifiable,Low,Low,None,Medium,None,None,None,None,None,62.14575182,62,Fair,"When examining this point cloud, the texture is distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a medium level of blurriness; on the geometric side, we observe no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
cake_tsl_8_tqs_512.ply,Barely Identifiable,Low,Medium,None,High,None,None,None,None,None,32.96552511,33,Poor,"From a perceptual viewpoint, the texture is barely identifiable. Geometric distortions are characterized by no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a medium level of color distortion, no perceptible noise, and a high level of blurriness. The overall quality is rated as poor."
cauliflower_gQP_1_tQP_1.ply,Slightly distorted but identifiable,Medium,Medium,None,Low,Low,None,None,Low,None,87.62483924,88,Excellent,"In this point cloud, the texture is slightly distorted but identifiable. Photometric distortions include a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a low level of blurriness, while geometric artifacts include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape. The overall quality is rated as excellent."
cauliflower_gQP_1_tQP_2.ply,Slightly distorted but identifiable,Medium,Medium,None,Medium,Low,None,None,Low,None,69.93401821,70,Good,"In this point cloud, the texture is slightly distorted but identifiable. Photometric distortions include a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a medium level of blurriness, while geometric artifacts include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape. The overall quality is rated as good."
cauliflower_gQP_1_tQP_3.ply,Distorted but identifiable,Medium,Medium,None,Medium,Medium,None,None,Medium,None,52.85558429,53,Fair,"From a perceptual viewpoint, the texture is distorted but identifiable. Geometric distortions are characterized by a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a medium level of missing region, and no perceptible deformed shape, and photometric distortions by a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a medium level of blurriness. The overall quality is rated as fair."
cauliflower_gQP_2_tQP_1.ply,Distorted but identifiable,Medium,Medium,Low,Low,Low,None,None,Medium,None,52.1814527,52,Fair,"In this point cloud, the texture is distorted but identifiable. Photometric distortions include a medium level of brightness distortion, a medium level of color distortion, a low level of noise, and a low level of blurriness, while geometric artifacts include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a medium level of missing region, and no perceptible deformed shape. The overall quality is rated as fair."
